prospect_id,start_date,acquisition_channel,country,age_group,device,product_interest,reached_step_1,reached_step_2,reached_step_3,reached_step_4,reached_step_5,reached_step_6,time_step1_min,time_step2_min,time_step3_min,time_step4_min,time_step5_min,completed_onboarding,last_step_reached,dropout_reason,acquisition_cost_eur,transactions_90d,avg_balance_90d_eur,product_upsell_90d,nps_score
PROS-00131,2024-02-12,Organic Search,Spain,18-24,Mobile,Savings Account,1,1,1,0,0,0,1.9,1.4,7.1,0.0,0.0,0,Step 3: Personal Details Form,Changed mind,37.21,0,0.0,0,0
PROS-00132,2024-02-08,Organic Search,France,35-44,Tablet,Business Account,1,1,1,1,1,1,1.8,2.1,3.8,4.9,3.1,1,Step 6: First Transaction,Completed,41.77,17,4181.5,0,6
PROS-00133,2024-06-06,Direct,Netherlands,25-34,Desktop,Savings Account,1,1,1,1,1,0,4.1,2.4,11.5,5.8,1.2,0,Step 5: Identity Verification,Changed mind,18.88,0,0.0,0,0
PROS-00134,2024-07-24,Affiliate,Spain,45-54,Mobile,Savings Account,1,0,0,0,0,0,1.3,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Form too long,56.2,0,0.0,0,0
PROS-00135,2024-04-23,Affiliate,Netherlands,18-24,Mobile,Business Account,1,1,1,1,1,0,4.5,3.7,1.3,24.3,1.7,0,Step 5: Identity Verification,Unknown,48.11,0,0.0,0,0
PROS-00136,2024-07-22,Paid Social,Netherlands,18-24,Tablet,Current Account,1,1,0,0,0,0,14.4,1.4,0.0,0.0,0.0,0,Step 2: Account Type Selection,KYC document rejected,86.86,0,0.0,0,0
PROS-00137,2024-06-11,Organic Search,Germany,25-34,Mobile,Business Account,1,1,1,0,0,0,1.4,2.4,4.8,0.0,0.0,0,Step 3: Personal Details Form,Unknown,46.98,0,0.0,0,0
PROS-00138,2024-09-16,Referral Program,France,18-24,Desktop,Business Account,1,1,1,1,1,1,2.6,3.4,24.0,10.3,7.4,1,Step 6: First Transaction,Completed,31.47,11,947.11,0,10
PROS-00139,2024-10-15,Paid Social,Netherlands,35-44,Desktop,Investment Account,1,1,0,0,0,0,3.9,0.8,0.0,0.0,0.0,0,Step 2: Account Type Selection,KYC document rejected,79.86,0,0.0,0,0
PROS-00140,2024-03-24,Organic Search,France,45-54,Desktop,Current Account,1,1,1,1,1,0,14.9,7.4,6.8,6.8,3.4,0,Step 5: Identity Verification,Competitor offer,46.72,0,0.0,0,0
PROS-00141,2024-10-21,Affiliate,Netherlands,55+,Mobile,Current Account,1,1,1,0,0,0,13.0,4.3,5.0,0.0,0.0,0,Step 3: Personal Details Form,Unknown,70.63,0,0.0,0,0
PROS-00142,2024-03-15,Direct,Netherlands,35-44,Tablet,Current Account,1,1,1,0,0,0,25.1,4.6,3.1,0.0,0.0,0,Step 3: Personal Details Form,KYC document rejected,14.36,0,0.0,0,0
PROS-00143,2024-04-04,Referral Program,Germany,35-44,Mobile,Savings Account,1,1,1,1,1,1,8.8,2.1,10.6,10.5,2.5,1,Step 6: First Transaction,Completed,28.62,20,1341.6,0,8
PROS-00144,2024-01-15,Direct,Germany,35-44,Mobile,Business Account,1,1,1,0,0,0,30.0,3.5,19.4,0.0,0.0,0,Step 3: Personal Details Form,Session timeout,15.75,0,0.0,0,0
PROS-00145,2024-07-14,Paid Social,Netherlands,35-44,Mobile,Business Account,1,1,1,1,1,1,9.9,9.2,4.5,6.1,4.4,1,Step 6: First Transaction,Completed,71.55,14,207.38,0,9
PROS-00146,2024-03-05,Affiliate,Belgium,35-44,Mobile,Savings Account,1,1,0,0,0,0,6.5,1.5,0.0,0.0,0.0,0,Step 2: Account Type Selection,Form too long,71.59,0,0.0,0,0
PROS-00147,2024-09-01,Organic Search,Netherlands,25-34,Mobile,Current Account,1,1,1,1,1,0,4.4,3.1,13.3,28.7,4.7,0,Step 5: Identity Verification,Form too long,35.76,0,0.0,0,0
PROS-00148,2024-01-03,Direct,Spain,45-54,Mobile,Business Account,1,1,0,0,0,0,3.9,9.1,0.0,0.0,0.0,0,Step 2: Account Type Selection,Competitor offer,20.29,0,0.0,0,0
PROS-00149,2024-11-21,Referral Program,Belgium,35-44,Mobile,Current Account,1,1,1,1,1,0,8.1,4.5,5.6,40.0,1.5,0,Step 5: Identity Verification,Technical error,21.41,0,0.0,0,0
PROS-00150,2024-02-10,Affiliate,Germany,35-44,Mobile,Business Account,1,1,0,0,0,0,2.5,2.2,0.0,0.0,0.0,0,Step 2: Account Type Selection,Form too long,46.65,0,0.0,0,0
PROS-00151,2024-03-05,Paid Social,Germany,18-24,Desktop,Current Account,1,1,1,1,1,1,5.3,3.1,6.3,6.5,3.1,1,Step 6: First Transaction,Completed,103.57,13,848.68,0,7
PROS-00152,2024-09-11,Paid Social,Germany,18-24,Desktop,Business Account,1,1,0,0,0,0,2.1,2.8,0.0,0.0,0.0,0,Step 2: Account Type Selection,Form too long,101.17,0,0.0,0,0
PROS-00153,2024-06-29,Affiliate,Belgium,45-54,Mobile,Current Account,1,1,1,1,1,1,7.9,0.8,4.1,14.3,1.9,1,Step 6: First Transaction,Completed,58.51,14,1140.16,1,8
PROS-00154,2024-09-23,Affiliate,Netherlands,45-54,Mobile,Current Account,1,0,0,0,0,0,3.7,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,KYC document rejected,72.83,0,0.0,0,0
PROS-00155,2024-02-01,Organic Search,Germany,35-44,Mobile,Current Account,1,0,0,0,0,0,20.1,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Changed mind,47.65,0,0.0,0,0
PROS-00156,2024-02-05,Organic Search,Germany,25-34,Tablet,Current Account,1,1,1,0,0,0,0.5,4.2,6.2,0.0,0.0,0,Step 3: Personal Details Form,Unknown,49.68,0,0.0,0,0
PROS-00157,2024-04-23,Paid Social,Germany,35-44,Mobile,Savings Account,1,0,0,0,0,0,1.4,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Competitor offer,99.01,0,0.0,0,0
PROS-00158,2024-07-30,Paid Social,France,35-44,Mobile,Current Account,1,1,0,0,0,0,2.7,3.7,0.0,0.0,0.0,0,Step 2: Account Type Selection,Form too long,92.0,0,0.0,0,0
PROS-00159,2024-04-22,Affiliate,Netherlands,55+,Mobile,Current Account,1,0,0,0,0,0,4.1,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Unknown,44.97,0,0.0,0,0
PROS-00160,2024-03-07,Affiliate,France,18-24,Desktop,Investment Account,1,1,1,0,0,0,2.1,1.9,8.0,0.0,0.0,0,Step 3: Personal Details Form,Form too long,61.29,0,0.0,0,0
PROS-00161,2024-09-16,Referral Program,Netherlands,25-34,Desktop,Current Account,1,1,1,1,1,1,3.6,9.9,4.4,1.8,1.5,1,Step 6: First Transaction,Completed,19.5,14,1499.89,0,10
PROS-00162,2024-01-28,Paid Social,Germany,45-54,Mobile,Current Account,1,1,1,0,0,0,1.6,6.1,24.9,0.0,0.0,0,Step 3: Personal Details Form,Form too long,73.38,0,0.0,0,0
PROS-00163,2024-10-01,Referral Program,Spain,25-34,Desktop,Current Account,1,1,0,0,0,0,7.2,7.7,0.0,0.0,0.0,0,Step 2: Account Type Selection,Form too long,24.49,0,0.0,0,0
PROS-00164,2024-08-08,Organic Search,France,55+,Mobile,Current Account,1,1,1,1,1,0,1.9,1.2,10.1,14.6,3.7,0,Step 5: Identity Verification,Changed mind,33.35,0,0.0,0,0
PROS-00165,2024-04-12,Paid Social,France,55+,Desktop,Current Account,1,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Session timeout,96.9,0,0.0,0,0
PROS-00166,2024-07-08,Direct,Germany,35-44,Mobile,Investment Account,1,1,1,0,0,0,1.9,6.4,9.5,0.0,0.0,0,Step 3: Personal Details Form,Changed mind,20.79,0,0.0,0,0
PROS-00167,2024-07-01,Branch Walk-in,Germany,55+,Desktop,Investment Account,1,1,1,0,0,0,4.2,3.7,19.9,0.0,0.0,0,Step 3: Personal Details Form,Competitor offer,181.64,0,0.0,0,0
PROS-00168,2024-10-03,Paid Social,Belgium,25-34,Desktop,Investment Account,1,0,0,0,0,0,10.9,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,KYC document rejected,103.12,0,0.0,0,0
PROS-00169,2024-03-23,Affiliate,France,35-44,Mobile,Current Account,1,1,0,0,0,0,6.7,2.3,0.0,0.0,0.0,0,Step 2: Account Type Selection,Verification delay,45.37,0,0.0,0,0
PROS-00170,2024-02-13,Direct,Germany,35-44,Mobile,Investment Account,1,1,1,1,1,1,2.4,1.7,7.7,4.2,2.4,1,Step 6: First Transaction,Completed,23.29,12,5634.76,0,8
PROS-00171,2024-12-22,Affiliate,Belgium,45-54,Mobile,Investment Account,1,1,1,0,0,0,0.7,3.1,21.2,0.0,0.0,0,Step 3: Personal Details Form,Missing document,63.02,0,0.0,0,0
PROS-00172,2024-11-15,Organic Search,Spain,25-34,Mobile,Savings Account,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Verification delay,39.25,0,0.0,0,0
PROS-00173,2024-01-12,Paid Social,Spain,55+,Desktop,Savings Account,1,1,1,0,0,0,10.2,3.0,25.0,0.0,0.0,0,Step 3: Personal Details Form,Technical error,80.05,0,0.0,0,0
PROS-00174,2024-02-07,Affiliate,France,25-34,Mobile,Investment Account,1,0,0,0,0,0,1.4,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,KYC document rejected,55.08,0,0.0,0,0
PROS-00175,2024-09-29,Referral Program,Germany,18-24,Mobile,Business Account,1,1,1,0,0,0,6.9,6.1,10.5,0.0,0.0,0,Step 3: Personal Details Form,Verification delay,25.85,0,0.0,0,0
PROS-00176,2024-04-15,Affiliate,Belgium,25-34,Mobile,Investment Account,1,1,1,0,0,0,5.1,5.1,4.9,0.0,0.0,0,Step 3: Personal Details Form,Technical error,67.41,0,0.0,0,0
PROS-00177,2024-10-19,Paid Social,Germany,25-34,Mobile,Savings Account,1,1,1,1,0,0,10.3,3.1,5.0,14.1,0.0,0,Step 4: KYC Document Upload,Missing document,83.52,0,0.0,0,0
PROS-00178,2024-12-02,Organic Search,France,55+,Mobile,Business Account,1,1,1,0,0,0,23.4,8.6,6.6,0.0,0.0,0,Step 3: Personal Details Form,Session timeout,32.79,0,0.0,0,0
PROS-00179,2024-06-12,Direct,Netherlands,25-34,Mobile,Savings Account,1,1,1,1,1,0,5.3,5.5,10.9,40.0,2.6,0,Step 5: Identity Verification,Form too long,23.75,0,0.0,0,0
PROS-00180,2024-09-21,Direct,Netherlands,25-34,Mobile,Business Account,1,1,1,1,1,1,0.9,5.2,4.2,10.6,5.1,1,Step 6: First Transaction,Completed,25.09,24,6349.89,0,6
PROS-00181,2024-02-15,Organic Search,Netherlands,35-44,Mobile,Current Account,1,1,1,0,0,0,3.3,3.6,25.0,0.0,0.0,0,Step 3: Personal Details Form,Form too long,36.42,0,0.0,0,0
PROS-00182,2024-02-23,Affiliate,Germany,18-24,Mobile,Business Account,1,0,0,0,0,0,0.7,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,KYC document rejected,74.04,0,0.0,0,0
PROS-00183,2024-05-19,Organic Search,Spain,18-24,Desktop,Savings Account,1,0,0,0,0,0,5.2,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Changed mind,48.26,0,0.0,0,0
PROS-00184,2024-01-12,Paid Social,Netherlands,25-34,Mobile,Current Account,1,1,1,0,0,0,1.3,4.8,8.9,0.0,0.0,0,Step 3: Personal Details Form,Competitor offer,96.91,0,0.0,0,0
PROS-00185,2024-08-02,Organic Search,Germany,35-44,Mobile,Current Account,1,1,1,1,1,1,6.7,4.4,2.5,12.4,2.6,1,Step 6: First Transaction,Completed,35.17,14,414.66,0,9
PROS-00186,2024-08-04,Organic Search,Germany,25-34,Mobile,Current Account,1,1,1,1,1,1,2.9,5.6,5.3,5.2,1.3,1,Step 6: First Transaction,Completed,35.22,15,742.26,0,7
PROS-00187,2024-11-07,Direct,Germany,18-24,Desktop,Current Account,1,1,1,0,0,0,7.4,2.9,11.4,0.0,0.0,0,Step 3: Personal Details Form,KYC document rejected,17.03,0,0.0,0,0
PROS-00188,2024-08-07,Direct,Belgium,18-24,Desktop,Current Account,1,1,1,1,0,0,30.0,6.3,2.8,8.5,0.0,0,Step 4: KYC Document Upload,Competitor offer,18.17,0,0.0,0,0
PROS-00189,2024-10-26,Paid Social,Netherlands,25-34,Mobile,Savings Account,1,0,0,0,0,0,4.7,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Unknown,62.03,0,0.0,0,0
PROS-00190,2024-10-07,Affiliate,Belgium,55+,Desktop,Savings Account,1,1,1,0,0,0,5.3,9.0,12.6,0.0,0.0,0,Step 3: Personal Details Form,KYC document rejected,53.92,0,0.0,0,0
PROS-00191,2024-12-02,Organic Search,Germany,45-54,Mobile,Current Account,1,1,0,0,0,0,3.6,7.1,0.0,0.0,0.0,0,Step 2: Account Type Selection,Changed mind,41.97,0,0.0,0,0
PROS-00192,2024-12-12,Paid Social,Netherlands,35-44,Desktop,Current Account,1,1,1,1,1,0,5.8,4.8,20.3,3.8,3.0,0,Step 5: Identity Verification,Verification delay,90.31,0,0.0,0,0
PROS-00193,2024-03-25,Organic Search,Germany,35-44,Mobile,Current Account,1,1,1,1,0,0,12.7,2.8,14.5,40.0,0.0,0,Step 4: KYC Document Upload,Verification delay,40.22,0,0.0,0,0
PROS-00194,2024-07-16,Organic Search,Germany,45-54,Mobile,Business Account,1,1,1,1,0,0,4.6,4.0,5.3,8.5,0.0,0,Step 4: KYC Document Upload,Unknown,24.38,0,0.0,0,0
PROS-00195,2024-11-20,Paid Social,Netherlands,45-54,Mobile,Current Account,1,1,0,0,0,0,2.3,5.5,0.0,0.0,0.0,0,Step 2: Account Type Selection,Form too long,87.69,0,0.0,0,0
PROS-00196,2024-05-01,Direct,France,25-34,Mobile,Current Account,1,0,0,0,0,0,16.0,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Form too long,22.52,0,0.0,0,0
PROS-00197,2024-08-18,Paid Social,Spain,25-34,Mobile,Current Account,1,1,1,1,1,1,3.8,5.9,4.1,18.5,3.2,1,Step 6: First Transaction,Completed,97.83,18,11621.67,0,6
PROS-00198,2024-11-21,Paid Social,Germany,25-34,Mobile,Savings Account,1,0,0,0,0,0,3.3,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,KYC document rejected,68.65,0,0.0,0,0
PROS-00199,2024-07-22,Referral Program,France,35-44,Mobile,Savings Account,1,1,1,0,0,0,7.8,2.2,9.5,0.0,0.0,0,Step 3: Personal Details Form,Form too long,28.66,0,0.0,0,0
PROS-00200,2024-12-09,Affiliate,Spain,35-44,Desktop,Investment Account,1,1,1,1,1,1,20.1,7.6,6.5,7.7,3.5,1,Step 6: First Transaction,Completed,75.71,17,5867.44,0,3
PROS-00201,2024-08-13,Paid Social,Germany,18-24,Mobile,Current Account,1,1,0,0,0,0,10.0,2.3,0.0,0.0,0.0,0,Step 2: Account Type Selection,Unknown,103.82,0,0.0,0,0
PROS-00202,2024-03-23,Organic Search,Spain,25-34,Mobile,Current Account,1,1,1,1,0,0,4.4,9.3,6.7,7.7,0.0,0,Step 4: KYC Document Upload,Form too long,37.65,0,0.0,0,0
PROS-00203,2024-04-18,Direct,Netherlands,55+,Mobile,Current Account,1,1,1,1,0,0,2.7,2.3,8.8,24.4,0.0,0,Step 4: KYC Document Upload,Changed mind,14.9,0,0.0,0,0
PROS-00204,2024-07-22,Branch Walk-in,Belgium,35-44,Desktop,Current Account,1,1,1,1,1,1,1.9,1.3,4.1,5.6,1.6,1,Step 6: First Transaction,Completed,200.0,11,4210.12,0,5
PROS-00205,2024-08-06,Affiliate,Netherlands,55+,Desktop,Current Account,1,1,0,0,0,0,2.0,10.0,0.0,0.0,0.0,0,Step 2: Account Type Selection,KYC document rejected,53.01,0,0.0,0,0
PROS-00206,2024-12-27,Branch Walk-in,France,35-44,Mobile,Investment Account,1,1,1,1,1,1,4.0,1.9,17.3,40.0,4.5,1,Step 6: First Transaction,Completed,175.79,20,1168.37,0,8
PROS-00207,2024-03-12,Referral Program,Germany,35-44,Mobile,Savings Account,1,1,1,0,0,0,2.5,1.6,6.5,0.0,0.0,0,Step 3: Personal Details Form,KYC document rejected,25.7,0,0.0,0,0
PROS-00208,2024-02-07,Direct,Netherlands,25-34,Mobile,Savings Account,1,1,1,1,1,1,4.4,4.8,5.8,8.4,1.5,1,Step 6: First Transaction,Completed,11.7,13,6468.31,0,7
PROS-00209,2024-11-20,Direct,Belgium,55+,Desktop,Business Account,1,1,1,0,0,0,5.6,2.0,9.3,0.0,0.0,0,Step 3: Personal Details Form,Competitor offer,23.83,0,0.0,0,0
PROS-00210,2024-02-12,Affiliate,Germany,25-34,Mobile,Investment Account,1,1,1,1,0,0,6.0,3.5,21.0,9.5,0.0,0,Step 4: KYC Document Upload,Missing document,61.81,0,0.0,0,0
PROS-00211,2024-11-26,Branch Walk-in,Belgium,25-34,Mobile,Current Account,1,1,1,1,1,1,2.5,4.8,6.8,7.1,3.8,1,Step 6: First Transaction,Completed,184.14,22,11877.55,0,8
PROS-00212,2024-04-24,Organic Search,France,25-34,Mobile,Savings Account,1,0,0,0,0,0,10.0,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Competitor offer,47.87,0,0.0,0,0
PROS-00213,2024-06-05,Organic Search,Netherlands,25-34,Mobile,Business Account,1,1,1,0,0,0,1.2,4.5,23.5,0.0,0.0,0,Step 3: Personal Details Form,Competitor offer,41.8,0,0.0,0,0
PROS-00214,2024-06-29,Branch Walk-in,Spain,18-24,Mobile,Savings Account,1,1,1,1,1,1,2.4,7.6,17.4,11.8,3.0,1,Step 6: First Transaction,Completed,198.88,13,1499.68,0,5
PROS-00215,2024-04-04,Paid Social,Belgium,25-34,Mobile,Current Account,1,0,0,0,0,0,3.8,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Unknown,87.83,0,0.0,0,0
PROS-00216,2024-07-20,Referral Program,Germany,45-54,Mobile,Current Account,1,1,1,0,0,0,1.7,5.0,8.2,0.0,0.0,0,Step 3: Personal Details Form,Technical error,22.04,0,0.0,0,0
PROS-00217,2024-06-20,Organic Search,Belgium,18-24,Mobile,Investment Account,1,1,1,1,1,1,4.3,3.4,11.2,8.2,0.9,1,Step 6: First Transaction,Completed,48.3,19,6879.66,0,5
PROS-00218,2024-12-18,Organic Search,Belgium,18-24,Mobile,Investment Account,1,1,1,1,1,1,6.4,5.5,3.5,3.8,1.9,1,Step 6: First Transaction,Completed,37.6,23,752.56,0,5
PROS-00219,2024-01-16,Branch Walk-in,Belgium,18-24,Tablet,Savings Account,1,1,1,1,1,0,28.1,2.1,2.8,10.2,0.8,0,Step 5: Identity Verification,Unknown,200.0,0,0.0,0,0
PROS-00220,2024-05-10,Direct,Netherlands,25-34,Mobile,Business Account,1,1,1,0,0,0,30.0,7.8,6.0,0.0,0.0,0,Step 3: Personal Details Form,KYC document rejected,23.49,0,0.0,0,0
PROS-00221,2024-03-15,Organic Search,Germany,25-34,Desktop,Savings Account,1,1,1,0,0,0,3.7,1.9,7.4,0.0,0.0,0,Step 3: Personal Details Form,KYC document rejected,50.39,0,0.0,0,0
PROS-00222,2024-04-09,Paid Social,Belgium,25-34,Mobile,Savings Account,1,1,1,1,0,0,4.9,4.0,11.4,10.2,0.0,0,Step 4: KYC Document Upload,KYC document rejected,83.27,0,0.0,0,0
PROS-00223,2024-03-28,Organic Search,Netherlands,45-54,Mobile,Investment Account,1,1,1,0,0,0,1.5,5.6,3.1,0.0,0.0,0,Step 3: Personal Details Form,Form too long,54.76,0,0.0,0,0
PROS-00224,2024-01-17,Paid Social,Germany,55+,Mobile,Business Account,1,1,0,0,0,0,3.5,1.8,0.0,0.0,0.0,0,Step 2: Account Type Selection,Competitor offer,97.34,0,0.0,0,0
PROS-00225,2024-10-05,Organic Search,Belgium,35-44,Desktop,Current Account,1,1,1,1,1,0,11.2,3.4,1.9,5.8,1.6,0,Step 5: Identity Verification,Changed mind,52.1,0,0.0,0,0
PROS-00226,2024-11-19,Organic Search,Spain,55+,Desktop,Savings Account,1,1,1,0,0,0,1.9,4.2,6.0,0.0,0.0,0,Step 3: Personal Details Form,Changed mind,34.6,0,0.0,0,0
PROS-00227,2024-08-20,Branch Walk-in,Germany,25-34,Mobile,Business Account,1,1,0,0,0,0,1.6,3.9,0.0,0.0,0.0,0,Step 2: Account Type Selection,Form too long,180.24,0,0.0,0,0
PROS-00228,2024-11-17,Direct,Belgium,35-44,Desktop,Current Account,1,1,1,1,0,0,3.8,3.1,13.9,4.9,0.0,0,Step 4: KYC Document Upload,Technical error,21.91,0,0.0,0,0
PROS-00229,2024-09-05,Direct,Germany,25-34,Desktop,Savings Account,1,1,0,0,0,0,1.2,2.3,0.0,0.0,0.0,0,Step 2: Account Type Selection,Missing document,20.5,0,0.0,0,0
PROS-00230,2024-07-02,Direct,Germany,25-34,Mobile,Current Account,1,1,1,0,0,0,6.3,2.0,6.8,0.0,0.0,0,Step 3: Personal Details Form,Changed mind,21.59,0,0.0,0,0
PROS-00231,2024-11-28,Organic Search,Spain,35-44,Mobile,Investment Account,1,1,0,0,0,0,8.0,5.4,0.0,0.0,0.0,0,Step 2: Account Type Selection,Form too long,47.72,0,0.0,0,0
PROS-00232,2024-04-29,Organic Search,Belgium,35-44,Mobile,Current Account,1,1,1,0,0,0,2.0,3.9,20.8,0.0,0.0,0,Step 3: Personal Details Form,Unknown,47.44,0,0.0,0,0
PROS-00233,2024-09-15,Organic Search,France,25-34,Mobile,Investment Account,1,1,1,1,1,1,5.2,2.6,20.4,17.8,2.1,1,Step 6: First Transaction,Completed,40.29,22,528.36,0,6
PROS-00234,2024-10-03,Organic Search,Netherlands,25-34,Mobile,Savings Account,1,0,0,0,0,0,1.1,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Technical error,53.31,0,0.0,0,0
PROS-00235,2024-04-09,Affiliate,Belgium,18-24,Desktop,Investment Account,1,1,1,0,0,0,11.9,8.9,9.8,0.0,0.0,0,Step 3: Personal Details Form,Form too long,54.41,0,0.0,0,0
PROS-00236,2024-09-27,Direct,Belgium,18-24,Mobile,Business Account,1,0,0,0,0,0,1.1,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Form too long,25.78,0,0.0,0,0
PROS-00237,2024-01-14,Organic Search,France,25-34,Tablet,Savings Account,1,1,1,1,1,1,6.8,2.3,13.9,8.1,1.4,1,Step 6: First Transaction,Completed,41.06,18,390.84,0,6
PROS-00238,2024-10-13,Organic Search,Netherlands,25-34,Desktop,Current Account,1,1,1,1,1,1,8.7,3.3,2.7,3.9,2.3,1,Step 6: First Transaction,Completed,64.2,15,100.0,0,7
PROS-00239,2024-03-11,Direct,Netherlands,25-34,Mobile,Current Account,1,1,1,1,1,1,2.2,2.5,5.6,6.4,3.8,1,Step 6: First Transaction,Completed,18.8,12,353.3,0,8
PROS-00240,2024-05-29,Direct,Netherlands,45-54,Mobile,Investment Account,1,1,1,0,0,0,2.0,1.5,20.6,0.0,0.0,0,Step 3: Personal Details Form,Form too long,18.06,0,0.0,0,0
PROS-00241,2024-01-17,Paid Social,France,18-24,Mobile,Savings Account,1,1,0,0,0,0,4.3,4.4,0.0,0.0,0.0,0,Step 2: Account Type Selection,Form too long,65.55,0,0.0,0,0
PROS-00242,2024-12-15,Direct,Netherlands,25-34,Mobile,Savings Account,1,0,0,0,0,0,4.5,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,KYC document rejected,21.48,0,0.0,0,0
PROS-00243,2024-06-30,Direct,Germany,18-24,Mobile,Investment Account,1,1,1,1,1,0,4.4,4.5,8.9,3.4,4.0,0,Step 5: Identity Verification,Form too long,22.97,0,0.0,0,0
PROS-00244,2024-12-20,Affiliate,Netherlands,45-54,Desktop,Current Account,1,1,0,0,0,0,0.9,7.3,0.0,0.0,0.0,0,Step 2: Account Type Selection,Changed mind,59.87,0,0.0,0,0
PROS-00245,2024-03-25,Affiliate,Germany,25-34,Desktop,Current Account,1,1,1,0,0,0,26.0,3.2,3.8,0.0,0.0,0,Step 3: Personal Details Form,Competitor offer,58.55,0,0.0,0,0
PROS-00246,2024-05-20,Direct,France,25-34,Mobile,Current Account,1,0,0,0,0,0,2.5,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Session timeout,21.09,0,0.0,0,0
PROS-00247,2024-03-17,Branch Walk-in,Netherlands,35-44,Mobile,Savings Account,1,1,1,1,1,1,5.3,3.5,6.1,14.0,1.9,1,Step 6: First Transaction,Completed,200.0,14,3201.51,0,7
PROS-00248,2024-12-06,Organic Search,Spain,35-44,Mobile,Current Account,1,1,1,1,1,1,0.7,3.3,9.1,40.0,2.5,1,Step 6: First Transaction,Completed,45.68,9,194.66,0,8
PROS-00249,2024-03-24,Direct,Spain,25-34,Mobile,Current Account,1,0,0,0,0,0,5.7,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Unknown,21.3,0,0.0,0,0
PROS-00250,2024-08-15,Branch Walk-in,France,25-34,Mobile,Business Account,1,1,0,0,0,0,2.7,8.6,0.0,0.0,0.0,0,Step 2: Account Type Selection,Unknown,133.46,0,0.0,0,0
PROS-00251,2024-06-25,Paid Social,Netherlands,25-34,Mobile,Current Account,1,0,0,0,0,0,11.7,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Form too long,102.54,0,0.0,0,0
PROS-00252,2024-12-07,Paid Social,Netherlands,55+,Mobile,Current Account,1,1,1,0,0,0,11.1,3.4,25.0,0.0,0.0,0,Step 3: Personal Details Form,KYC document rejected,99.12,0,0.0,0,0
PROS-00253,2024-04-25,Organic Search,France,18-24,Mobile,Current Account,1,1,1,0,0,0,1.5,1.6,8.3,0.0,0.0,0,Step 3: Personal Details Form,Unknown,56.95,0,0.0,0,0
PROS-00254,2024-07-27,Paid Social,Belgium,45-54,Mobile,Current Account,1,0,0,0,0,0,8.5,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Form too long,66.32,0,0.0,0,0
PROS-00255,2024-02-03,Referral Program,Belgium,25-34,Desktop,Current Account,1,1,1,1,1,1,2.2,3.5,15.8,4.8,3.0,1,Step 6: First Transaction,Completed,23.84,15,166.57,0,9
PROS-00256,2024-07-20,Direct,Netherlands,18-24,Mobile,Current Account,1,1,1,1,1,0,4.3,3.2,25.0,6.1,3.1,0,Step 5: Identity Verification,Competitor offer,19.24,0,0.0,0,0
PROS-00257,2024-03-08,Organic Search,Netherlands,25-34,Mobile,Savings Account,1,0,0,0,0,0,1.8,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Form too long,43.95,0,0.0,0,0
PROS-00258,2024-12-26,Paid Social,Spain,45-54,Tablet,Business Account,1,1,1,1,1,1,1.9,1.5,2.9,5.3,0.8,1,Step 6: First Transaction,Completed,82.91,18,944.62,0,6
PROS-00259,2024-03-15,Branch Walk-in,Spain,35-44,Mobile,Savings Account,1,1,1,1,1,1,2.5,6.6,6.5,1.0,3.1,1,Step 6: First Transaction,Completed,200.0,17,542.96,0,6
PROS-00260,2024-12-28,Affiliate,Germany,55+,Mobile,Investment Account,1,1,1,0,0,0,3.3,3.4,9.4,0.0,0.0,0,Step 3: Personal Details Form,KYC document rejected,61.81,0,0.0,0,0
PROS-00261,2024-11-23,Direct,Belgium,45-54,Tablet,Business Account,1,1,1,0,0,0,6.8,8.6,15.7,0.0,0.0,0,Step 3: Personal Details Form,Unknown,14.05,0,0.0,0,0
